Line,Conference,Team,Year,NCAA,Sagarin Rank,Sagarin Rating,RPI,Games,FGM,FGA,3FGM,3FGA,FTM,FTA,OREB,DREB,PF,Assists,TO,Blocks,Steals,Points,O-FGM,O-FGA,O-3FGM,O-3FGA,O-FTM,O-FTA,O-OREB,O-DREB,O-PF,O-Assists,O-TO,O-Blocks,O-Steals,O-Points,FGMPerGame,FGAPerGame,3FGMPerGame,3FGAPerGame,FTMPerGame,FTAPerGame,OREBPerGame,DREBPerGame,PFPerGame,AssistsPerGame,TOPerGame,BlocksPerGame,StealsPerGame,PointsPerGame,O-FGMPerGame,O-FGAPerGame,O-3FGMPerGame,O-3FGAPerGame,O-FTMPerGame,O-FTAPerGame,O-OREBPerGame,O-DREBPerGame,O-PFPerGame,O-AssistsPerGame,O-TOPerGame,O-BlocksPerGame,O-StealsPerGame,O-PointsPerGame,AssistsTORatio,PossessionsPerGame,O-PossessionsPerGame
192,BIG EAST,South Florida,2010,0,72,79.42,0.5626,33,775,1757,133,470,543,796,384,786,563,394,415,117,205,2226,802,1876,176,551,396,617,407,735,614,363,391,113,190,2176,23.48484848,53.24242424,4.03030303,14.24242424,16.45454545,24.12121212,11.63636364,23.81818182,17.06060606,11.93939394,12.57575758,3.545454545,6.212121212,67.45454545,24.3030303,56.84848485,5.333333333,16.6969697,12,18.6969697,12.33333333,22.27272727,18.60606061,11,11.84848485,3.424242424,5.757575758,65.93939394,0.94939759,63.01381818,62.63490909
193,BIG EAST,St. Johns,2010,0,68,80.28,0.5515,33,817,1927,190,568,397,609,432,787,607,432,409,124,222,2221,769,1795,188,523,442,627,350,786,544,426,447,152,223,2168,24.75757576,58.39393939,5.757575758,17.21212121,12.03030303,18.45454545,13.09090909,23.84848485,18.39393939,13.09090909,12.39393939,3.757575758,6.727272727,67.3030303,23.3030303,54.39393939,5.696969697,15.84848485,13.39393939,19,10.60606061,23.81818182,16.48484848,12.90909091,13.54545455,4.606060606,6.757575758,65.6969697,1.056234719,63.80436364,63.704
194,BIG EAST,Syracuse,2010,1,4,91.31,0.6513,35,1042,2021,244,624,504,745,417,320,515,673,532,221,336,2832,856,2151,261,864,351,551,480,708,628,543,547,80,296,2324,29.77142857,57.74285714,6.971428571,17.82857143,14.4,21.28571429,11.91428571,9.142857143,14.71428571,19.22857143,15.2,6.314285714,9.6,80.91428571,24.45714286,61.45714286,7.457142857,24.68571429,10.02857143,15.74285714,13.71428571,20.22857143,17.94285714,15.51428571,15.62857143,2.285714286,8.457142857,66.4,1.265037594,68.29371429,68.01531429
195,BIG EAST,Villanova,2010,1,18,87.26,0.6271,33,899,1962,252,676,650,861,441,830,731,448,452,133,259,2700,759,1855,240,714,646,910,391,727,697,446,504,141,217,2404,27.24242424,59.45454545,7.636363636,20.48484848,19.6969697,26.09090909,13.36363636,25.15151515,22.15151515,13.57575758,13.6969697,4.03030303,7.848484848,81.81818182,23,56.21212121,7.272727273,21.63636364,19.57575758,27.57575758,11.84848485,22.03030303,21.12121212,13.51515152,15.27272727,4.272727273,6.575757576,72.84848485,0.991150442,69.29381818,69.82545455
196,BIG EAST,West Virginia,2010,1,5,91.15,0.6607,38,942,2190,257,762,611,868,585,882,686,589,451,155,213,2752,836,2007,209,646,533,785,417,807,798,437,509,113,233,2414,24.78947368,57.63157895,6.763157895,20.05263158,16.07894737,22.84210526,15.39473684,23.21052632,18.05263158,15.5,11.86842105,4.078947368,5.605263158,72.42105263,22,52.81578947,5.5,17,14.02631579,20.65789474,10.97368421,21.23684211,21,11.5,13.39473684,2.973684211,6.131578947,63.52631579,1.305986696,62.35705263,62.44736842
197,PAC 12,Arizona,2010,0,90,78.16,0.5414,31,745,1681,194,542,545,744,302,760,595,384,436,78,186,2229,787,1800,180,574,479,689,350,717,621,395,399,108,181,2233,24.03225806,54.22580645,6.258064516,17.48387097,17.58064516,24,9.741935484,24.51612903,19.19354839,12.38709677,14.06451613,2.516129032,6,71.90322581,25.38709677,58.06451613,5.806451613,18.51612903,15.4516129,22.22580645,11.29032258,23.12903226,20.03225806,12.74193548,12.87096774,3.483870968,5.838709677,72.03225806,0.880733945,67.15045161,67.39432258
198,PAC 12,Arizona State,2010,0,62,81.24,0.5701,33,743,1645,271,735,445,625,281,769,542,461,392,80,216,2202,678,1687,181,571,401,587,345,711,581,405,426,81,184,1938,22.51515152,49.84848485,8.212121212,22.27272727,13.48484848,18.93939394,8.515151515,23.3030303,16.42424242,13.96969697,11.87878788,2.424242424,6.545454545,66.72727273,20.54545455,51.12121212,5.484848485,17.3030303,12.15151515,17.78787879,10.45454545,21.54545455,17.60606061,12.27272727,12.90909091,2.454545455,5.575757576,58.72727273,1.176020408,59.72,59.544
199,PAC 12,California,2010,1,25,85.76,0.6148,35,966,2028,228,609,543,717,395,846,593,500,421,86,198,2703,866,1993,195,618,460,663,380,742,608,435,447,132,193,2387,27.6,57.94285714,6.514285714,17.4,15.51428571,20.48571429,11.28571429,24.17142857,16.94285714,14.28571429,12.02857143,2.457142857,5.657142857,77.22857143,24.74285714,56.94285714,5.571428571,17.65714286,13.14285714,18.94285714,10.85714286,21.2,17.37142857,12.42857143,12.77142857,3.771428571,5.514285714,68.2,1.187648456,65.67977143,65.1408
200,PAC 12,Colorado,2010,0,93,77.88,0.5253,31,773,1634,206,531,561,732,228,656,659,443,409,70,256,2313,786,1702,184,531,543,780,381,735,644,412,469,112,208,2299,24.93548387,52.70967742,6.64516129,17.12903226,18.09677419,23.61290323,7.35483871,21.16129032,21.25806452,14.29032258,13.19354839,2.258064516,8.258064516,74.61290323,25.35483871,54.90322581,5.935483871,17.12903226,17.51612903,25.16129032,12.29032258,23.70967742,20.77419355,13.29032258,15.12903226,3.612903226,6.709677419,74.16129032,1.083129584,66.97393548,66.90580645
201,PAC 12,Oregon,2010,0,119,75.45,0.5171,32,803,1869,185,545,446,624,395,699,606,355,408,94,220,2237,771,1720,229,644,476,684,330,722,549,424,464,87,187,2247,25.09375,58.40625,5.78125,17.03125,13.9375,19.5,12.34375,21.84375,18.9375,11.09375,12.75,2.9375,6.875,69.90625,24.09375,53.75,7.15625,20.125,14.875,21.375,10.3125,22.5625,17.15625,13.25,14.5,2.71875,5.84375,70.21875,0.870098039,65.352,65.367
202,PAC 12,Oregon State,2010,0,153,73.26,0.5954,32,670,1556,140,475,449,665,321,699,528,365,479,63,261,1929,707,1638,187,601,388,556,320,683,577,379,457,86,220,1989,20.9375,48.625,4.375,14.84375,14.03125,20.78125,10.03125,21.84375,16.5,11.40625,14.96875,1.96875,8.15625,60.28125,22.09375,51.1875,5.84375,18.78125,12.125,17.375,10,21.34375,18.03125,11.84375,14.28125,2.6875,6.875,62.15625,0.762004175,60.89625,61.173
203,PAC 12,Southern Cal,2010,0,85,78.56,0.5289,30,662,1551,107,360,358,550,331,716,531,282,434,132,171,1789,591,1540,149,461,384,584,303,638,513,259,380,71,166,1715,22.06666667,51.7,3.566666667,12,11.93333333,18.33333333,11.03333333,23.86666667,17.7,9.4,14.46666667,4.4,5.7,59.63333333,19.7,51.33333333,4.966666667,15.36666667,12.8,19.46666667,10.1,21.26666667,17.1,8.633333333,12.66666667,2.366666667,5.533333333,57.16666667,0.649769585,61.288,60.6208
204,PAC 12,Stanford,2010,0,116,75.74,0.5054,32,779,1796,210,594,444,669,337,774,561,419,388,54,172,2212,793,1766,183,550,468,650,324,797,608,400,424,111,194,2237,24.34375,56.125,6.5625,18.5625,13.875,20.90625,10.53125,24.1875,17.53125,13.09375,12.125,1.6875,5.375,69.125,24.78125,55.1875,5.71875,17.1875,14.625,20.3125,10.125,24.90625,19,12.5,13.25,3.46875,6.0625,69.90625,1.079896907,64.94325,65.2425
205,PAC 12,UCLA,2010,0,122,75.35,0.5178,32,784,1666,186,573,385,609,305,713,512,489,460,135,206,2139,790,1762,213,586,402,577,341,699,514,401,423,65,200,2195,24.5,52.0625,5.8125,17.90625,12.03125,19.03125,9.53125,22.28125,16,15.28125,14.375,4.21875,6.4375,66.84375,24.6875,55.0625,6.65625,18.3125,12.5625,18.03125,10.65625,21.84375,16.0625,12.53125,13.21875,2.03125,6.25,68.59375,1.063043478,63.30825,63.54225
206,PAC 12,Washington,2010,1,31,84.98,0.5915,36,1004,2212,191,568,652,905,476,888,766,515,460,151,264,2851,860,2041,178,554,621,911,421,814,755,398,578,108,220,2519,27.88888889,61.44444444,5.305555556,15.77777778,18.11111111,25.13888889,13.22222222,24.66666667,21.27777778,14.30555556,12.77777778,4.194444444,7.333333333,79.19444444,23.88888889,56.69444444,4.944444444,15.38888889,17.25,25.30555556,11.69444444,22.61111111,20.97222222,11.05555556,16.05555556,3,6.111111111,69.97222222,1.119565217,70.02333333,70.15266667
207,PAC 12,Washington State,2010,0,121,75.37,0.5015,31,753,1677,175,502,548,777,371,702,540,397,431,140,190,2229,776,1731,216,608,422,596,340,672,635,417,430,82,217,2190,24.29032258,54.09677419,5.64516129,16.19354839,17.67741935,25.06451613,11.96774194,22.64516129,17.41935484,12.80645161,13.90322581,4.516129032,6.129032258,71.90322581,25.03225806,55.83870968,6.967741935,19.61290323,13.61290323,19.22580645,10.96774194,21.67741935,20.48387097,13.4516129,13.87096774,2.64516129,7,70.64516129,0.921113689,65.2203871,65.15922581
208,SEC,Alabama,2010,0,70,79.77,0.5379,32,791,1794,175,500,435,615,386,740,583,429,410,127,249,2192,736,1734,181,570,420,633,384,718,533,358,446,131,186,2073,24.71875,56.0625,5.46875,15.625,13.59375,19.21875,12.0625,23.125,18.21875,13.40625,12.8125,3.96875,7.78125,68.5,23,54.1875,5.65625,17.8125,13.125,19.78125,12,22.4375,16.65625,11.1875,13.9375,4.09375,5.8125,64.78125,1.046341463,63.30375,62.90025
209,SEC,Arkansas,2010,0,125,75.18,0.5066,32,829,1859,201,579,532,782,351,752,598,440,439,130,232,2391,825,1910,233,626,483,668,396,791,654,415,469,148,212,2366,25.90625,58.09375,6.28125,18.09375,16.625,24.4375,10.96875,23.5,18.6875,13.75,13.71875,4.0625,7.25,74.71875,25.78125,59.6875,7.28125,19.5625,15.09375,20.875,12.375,24.71875,20.4375,12.96875,14.65625,4.625,6.625,73.9375,1.002277904,69.5535,69.009
210,SEC,Auburn,2010,0,117,75.72,0.5113,32,850,1913,271,819,451,689,382,739,635,419,437,90,252,2422,830,1818,223,630,490,687,342,795,586,428,484,118,212,2373,26.5625,59.78125,8.46875,25.59375,14.09375,21.53125,11.9375,23.09375,19.84375,13.09375,13.65625,2.8125,7.875,75.6875,25.9375,56.8125,6.96875,19.6875,15.3125,21.46875,10.6875,24.84375,18.3125,13.375,15.125,3.6875,6.625,74.15625,0.958810069,68.85825,68.58975
211,SEC,Florida,2010,1,51,82.84,0.5749,34,890,2006,203,648,472,671,455,810,501,479,423,94,243,2455,841,1952,209,643,367,540,396,774,584,439,464,135,227,2258,26.17647059,59,5.970588235,19.05882353,13.88235294,19.73529412,13.38235294,23.82352941,14.73529412,14.08823529,12.44117647,2.764705882,7.147058824,72.20588235,24.73529412,57.41176471,6.147058824,18.91176471,10.79411765,15.88235294,11.64705882,22.76470588,17.17647059,12.91176471,13.64705882,3.970588235,6.676470588,66.41176471,1.132387707,64.73576471,64.27764706
212,SEC,Georgia,2010,0,91,78.13,0.5344,31,759,1664,150,410,460,641,385,732,503,425,471,145,187,2128,768,1782,190,568,424,576,356,624,546,355,369,141,255,2150,24.48387097,53.67741935,4.838709677,13.22580645,14.83870968,20.67741935,12.41935484,23.61290323,16.22580645,13.70967742,15.19354839,4.677419355,6.032258065,68.64516129,24.77419355,57.48387097,6.129032258,18.32258065,13.67741935,18.58064516,11.48387097,20.12903226,17.61290323,11.4516129,11.90322581,4.548387097,8.225806452,69.35483871,0.902335456,63.62245161,64.05987097
213,SEC,Kentucky,2010,1,3,92.35,0.6658,38,1066,2228,231,697,649,971,548,1036,641,573,547,273,279,3012,875,2314,245,783,473,688,488,789,795,418,531,119,261,2468,28.05263158,58.63157895,6.078947368,18.34210526,17.07894737,25.55263158,14.42105263,27.26315789,16.86842105,15.07894737,14.39473684,7.184210526,7.342105263,79.26315789,23.02631579,60.89473684,6.447368421,20.60526316,12.44736842,18.10526316,12.84210526,20.76315789,20.92105263,11,13.97368421,3.131578947,6.868421053,64.94736842,1.047531993,67.91305263,67.80126316
214,SEC,LSU,2010,0,181,71.06,0.4653,31,690,1726,141,492,384,552,394,718,547,352,397,116,190,1905,722,1675,204,589,411,618,359,723,534,324,384,122,216,2059,22.25806452,55.67741935,4.548387097,15.87096774,12.38709677,17.80645161,12.70967742,23.16129032,17.64516129,11.35483871,12.80645161,3.741935484,6.129032258,61.4516129,23.29032258,54.03225806,6.580645161,19,13.25806452,19.93548387,11.58064516,23.32258065,17.22580645,10.4516129,12.38709677,3.935483871,6.967741935,66.41935484,0.886649874,61.66296774,61.73574194
215,SEC,Mississippi,2010,0,46,83.2,0.5712,35,986,2185,286,796,485,731,460,917,660,486,423,184,259,2743,852,2081,227,680,543,794,453,864,633,481,494,133,206,2474,28.17142857,62.42857143,8.171428571,22.74285714,13.85714286,20.88571429,13.14285714,26.2,18.85714286,13.88571429,12.08571429,5.257142857,7.4,78.37142857,24.34285714,59.45714286,6.485714286,19.42857143,15.51428571,22.68571429,12.94285714,24.68571429,18.08571429,13.74285714,14.11428571,3.8,5.885714286,70.68571429,1.14893617,68.44045714,68.54811429
216,SEC,Mississippi State,2010,0,56,82.21,0.5759,36,897,2065,329,918,499,728,395,1011,508,462,457,271,209,2622,868,2233,231,710,369,554,447,888,633,418,411,110,238,2336,24.91666667,57.36111111,9.138888889,25.5,13.86111111,20.22222222,10.97222222,28.08333333,14.11111111,12.83333333,12.69444444,7.527777778,5.805555556,72.83333333,24.11111111,62.02777778,6.416666667,19.72222222,10.25,15.38888889,12.41666667,24.66666667,17.58333333,11.61111111,11.41666667,3.055555556,6.611111111,64.88888889,1.010940919,65.94133333,65.604
217,SEC,South Carolina,2010,0,81,78.91,0.5424,31,820,1961,216,675,371,571,411,667,549,306,382,188,269,2227,785,1754,159,460,468,688,407,829,506,394,508,114,200,2197,26.4516129,63.25806452,6.967741935,21.77419355,11.96774194,18.41935484,13.25806452,21.51612903,17.70967742,9.870967742,12.32258065,6.064516129,8.677419355,71.83870968,25.32258065,56.58064516,5.129032258,14.83870968,15.09677419,22.19354839,13.12903226,26.74193548,16.32258065,12.70967742,16.38709677,3.677419355,6.451612903,70.87096774,0.80104712,68.22890323,67.56541935
218,SEC,Tennessee,2010,1,15,87.32,0.6258,37,991,2174,218,681,520,775,441,912,733,528,490,135,290,2720,804,2031,230,774,575,827,435,876,704,421,599,157,225,2413,26.78378378,58.75675676,5.891891892,18.40540541,14.05405405,20.94594595,11.91891892,24.64864865,19.81081081,14.27027027,13.24324324,3.648648649,7.837837838,73.51351351,21.72972973,54.89189189,6.216216216,20.91891892,15.54054054,22.35135135,11.75675676,23.67567568,19.02702703,11.37837838,16.18918919,4.243243243,6.081081081,65.21621622,1.07755102,67.22918919,67.14356757
219,SEC,Vanderbilt,2010,1,33,84.83,0.6103,33,859,1829,203,552,616,854,361,836,632,436,448,171,188,2537,819,1992,209,621,427,678,452,730,695,395,445,128,221,2274,26.03030303,55.42424242,6.151515152,16.72727273,18.66666667,25.87878788,10.93939394,25.33333333,19.15151515,13.21212121,13.57575758,5.181818182,5.696969697,76.87878788,24.81818182,60.36363636,6.333333333,18.81818182,12.93939394,20.54545455,13.6969697,22.12121212,21.06060606,11.96969697,13.48484848,3.878787879,6.696969697,68.90909091,0.973214286,67.53890909,67.11418182
